no,trades,mean,variance,standard_deviation
0,0,0,0,0
1,919.032,1.74226e+06,1319.95
2,765.071,913841,955.95
3,3212.76,1.13638e+06,1066.01
4,2500,1.65436e-28,1.28622e-14
